fps,tensor_fps
10.408954986354459,9.3960317300304
9.955764408200782,8.541518259888525
9.963569701920383,9.187115314691749
9.977289135741035,8.681073361550641
9.861068043444268,9.043190285635434
10.022687254642737,10.80285067442094
10.020480844096449,9.872342028084942
10.082382458102353,10.402823489728142
9.908000902349384,10.017181301661529
10.152443456334195,10.050979743735367
9.871050109416544,10.117800876619539
9.95102933278251,10.27726008600517
10.052999379217235,10.203083569701421
10.075271970674148,10.018329778365894
9.897281773715777,9.459413622011727
9.965804749405232,9.050019635004682
10.12455569273241,9.274673176599622
9.95483273382344,8.887216388246163
9.864255481376063,5.500639989928027
9.90791282637039,6.17713271625393
9.851594690932274,9.601552985559799
10.23070942020568,9.868532626853451
9.939528455550496,7.599712268279028
10.229807528268465,10.650199073697895
9.977886966992203,10.768182506694325
9.995188176479209,10.997472390321667
9.95177601550991,11.325763569544167
9.991947389679185,10.886859106636246
10.077063063348973,10.776288744553153
9.985410596169434,10.377522440940986
9.952512442795273,10.06272312003378
9.850391466377344,11.757214577440903
10.191956636241333,10.577600012105103
9.947674317901798,10.618975041900644
10.045213001458917,9.013708698221674
9.849023569182215,7.527682058350563
10.103552215981292,8.289662587357304
10.057894464246697,11.062853766742101
9.783238019452103,10.119216674025125
